periodicity,periodicity_label.value,seasonadj,seasonadj_label.value,geo_level,geo_level_label.value,geography,geography_label.value,ind_level,industry,industry_label.value,ownercode,ownercode_label.value,sex,sex_label.value,agegrp,agegrp_label.value,race,race_label.value,ethnicity,ethnicity_label.value,education,education_label.value,firmage,firmage_label.value,firmsize,firmsize_label.value,year,quarter,EarnS,sEarnS
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1993,2,1884,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1993,3,2998,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1993,3,1921,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1993,4,3413,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1993,4,2041,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,1,2930,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,1,1883,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,2,2991,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,2,1933,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,3,3093,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,3,1986,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,4,3324,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1994,4,2027,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,1,3102,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,1,1978,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,2,3091,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,2,1977,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,3,3131,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,3,1990,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,4,3432,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1995,4,2092,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,1,3238,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,1,2037,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,2,3201,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,2,2043,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,3,3204,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,3,2050,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,4,3606,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1996,4,2180,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,1,3389,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,1,2117,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,2,3373,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,2,2125,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,3,3433,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,3,2157,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,4,3861,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1997,4,2316,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,1,3602,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,1,2297,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,2,3566,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,2,2282,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,3,3619,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,3,2277,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,4,4120,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1998,4,2485,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,1,3791,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,1,2301,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,2,3808,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,2,2374,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,3,3948,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,3,2431,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,4,4541,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,1999,4,2630,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,1,4504,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,1,2585,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,2,4230,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,2,2549,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,3,4459,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,3,2638,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,4,4696,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2000,4,2741,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,1,4546,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,1,2696,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,2,4151,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,2,2636,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,3,4111,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,3,2625,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,4,4491,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2001,4,2738,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,1,4314,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,1,2697,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,2,4104,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,2,2671,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,3,4101,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,3,2677,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,4,4507,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2002,4,2819,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,1,4318,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,1,2771,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,2,4221,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,2,2736,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,3,4265,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,3,2772,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,4,4681,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2003,4,2903,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,1,4549,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,1,2847,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,2,4383,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,2,2892,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,3,4434,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,3,2915,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,4,5061,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2004,4,3104,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,1,Male,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,1,4649,1
Q,Quarterly data,U,Not seasonally adjusted,S,States,06,California,A,00,All NAICS Sectors,A05,All Private,2,Female,A00,All Ages (14-99),A0,All Races,A0,All Ethnicities,E0,All Education Categories,0,All Firm Ages,0,All Firm Sizes,2005,1,2904,1
